ESQUINA,COLONIA,ALCALDIA,BOTON,ALTAVOZ,LONGITUD ,LATITUD ,geopoint,TIPO DE POSTE,ESTATUS CONECTIVIDAD,INCREMENTO 100 Mbps
CDA. CAMPOS ELISEOS,LA FORESTAL,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.127964,19.568505,"19.568505,-99.127964",9m,WIFI GRATUITO_ACTIVO,SI
AV. TALISMAN,TRES ESTRELLAS,GUSTAVO A. MADERO,CON BOTON,CON ALTAVOZ,-99.110419,19.474878,"19.474878,-99.110419",9m,WIFI GRATUITO_ACTIVO,SI
ORIENTE 108,JUVENTINO ROSAS,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.105993,19.392347,"19.392347,-99.105993",9m,WIFI GRATUITO_ACTIVO,SI
C. PIMA ALTO,CARLOS ZAPATA VELA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.095576,19.384412,"19.384412,-99.095576",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SUR 16 Y C. SUR 12,IZTACALCO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.076437,19.395427,"19.395427,-99.076437",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SUR 20 A Y C. SUR 20,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.066578,19.389349,"19.389349,-99.066578",9m,WIFI GRATUITO_ACTIVO,SI
ACCESO A PALACIO DE LOS DEPORTES,GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.101599,19.406939,"19.406939,-99.101599",9m,WIFI GRATUITO_ACTIVO,SI
C. J. OTHON,MODERNA,BENITO JUAREZ,SIN BOTON,CON ALTAVOZ,-99.131069,19.396636,"19.396636,-99.131069",9m,WIFI GRATUITO_ACTIVO,SI
C. RESINA,GRANJAS MEXICO,IZTACALCO,SIN BOTON,CON ALTAVOZ,-99.094558,19.398018,"19.398018,-99.094558",9m,WIFI GRATUITO_ACTIVO,SI
C. MARCOS CARRILLO,VIADUCTO PIEDAD,IZTACALCO,SIN BOTON,CON ALTAVOZ,-99.133849,19.401182,"19.401182,-99.133849",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA GIRASOL,INFONAVIT IZTACALCO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.107705,19.384491,"19.384491,-99.107705",9m,WIFI GRATUITO_ACTIVO,SI
C. ORUÑA,SANTA ANITA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.125044,19.401493,"19.401493,-99.125044",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 16-B,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.079214,19.393912,"19.393912,-99.079214",9m,WIFI GRATUITO_ACTIVO,SI
C. COCONETLA,FRACCIONAMIENTO COYUYA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.114311,19.401315,"19.401315,-99.114311",9m,WIFI GRATUITO_ACTIVO,SI
ORIENTE 110,GABRIEL RAMOS MILLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.094516,19.390534,"19.390534,-99.094516",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 105,JUVENTINO ROSAS,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.11323,19.392371,"19.392371,-99.11323",9m,WIFI GRATUITO_ACTIVO,SI
AÑIL,GRANJAS MÉXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.089236,19.396616,"19.396616,-99.089236",9m,WIFI GRATUITO_ACTIVO,SI
AND. SUR (ENTRE PLAYA VILLA DEL MAR Y,MILITAR MARTE,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.130641,19.380026,"19.380026,-99.130641",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 111 A (SIN NOMBRE),JUVENTINO ROSAS,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.109354,19.393256,"19.393256,-99.109354",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. TALLERES GRAFICOS Y AV. NORTE,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.068787,19.412303,"19.412303,-99.068787",9m,WIFI GRATUITO_ACTIVO,SI
AV. CANAL DE SAN JUAN,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.060153,19.388055,"19.388055,-99.060153",9m,WIFI GRATUITO_ACTIVO,SI
AV. AMACUZAC,BARRIO SAN PEDRO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.126998,19.390737,"19.390737,-99.126998",9m,WIFI GRATUITO_ACTIVO,SI
EJE 4 SUR AV. TE,EX EJIDO MAGDALENA MIXHUCA,IZTACALCO,SIN BOTON,CON ALTAVOZ,-99.089266,19.393073,"19.393073,-99.089266",9m,WIFI GRATUITO_ACTIVO,SI
EJE 3 ORIENTE FRANCISCO DEL PASO Y TRONCOSO,IZTACALCO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.111041,19.384349,"19.384349,-99.111041",9m,WIFI GRATUITO_ACTIVO,SI
TECNICOS MANUALES,CAMPAMENTO 2 DE OCTUBRE (UNIDAD SANTIAGO),IZTACALCO,CON BOTON,CON ALTAVOZ,-99.116931,19.38732,"19.38732,-99.116931",9m,WIFI GRATUITO_ACTIVO,SI
C. MANUEL ACUÑA,BARRIO SAN FRANCISCO XICALTONGO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.124821,19.395256,"19.395256,-99.124821",9m,WIFI GRATUITO_ACTIVO,SI
AV. APATLACO,INFONAVIT IZTACALCO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.107228,19.382001,"19.382001,-99.107228",9m,WIFI GRATUITO_ACTIVO,SI
C. JUAREZ,SANTA ANITA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.124412,19.401549,"19.401549,-99.124412",9m,WIFI GRATUITO_ACTIVO,SI
C. ORIENTE 116,U.H AMPLIACION IZTACALCO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.101717,19.388983,"19.388983,-99.101717",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. ORIENTE 237 A Y EJE 5 OTE. AV. JAVIER ROJO GOMEZ,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.072896,19.402407,"19.402407,-99.072896",9m,WIFI GRATUITO_ACTIVO,SI
PUENTE DE ZACATE,CUCHILLA GABRIEL RAMOS MILLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.091997,19.388326,"19.388326,-99.091997",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. ORIENTE 233 Y C. ORIENTE 233 A,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.076658,19.398043,"19.398043,-99.076658",9m,WIFI GRATUITO_ACTIVO,SI
C. BREA,GRANJAS MEXICO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.110995,19.399623,"19.399623,-99.110995",9m,WIFI GRATUITO_ACTIVO,SI
AVENA,GRANJAS MEXICO PONIENTE,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.11043,19.403497,"19.403497,-99.11043",9m,WIFI GRATUITO_ACTIVO,SI
C. TARASCO,CARLOS ZAPATA VELA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.09577,19.383323,"19.383323,-99.09577",9m,WIFI GRATUITO_ACTIVO,SI
AV. NORTE,U.H. AGUA CALIENTE,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.072635,19.411199,"19.411199,-99.072635",9m,WIFI GRATUITO_ACTIVO,SI
CDA. DE NITLA,TLAZINTLA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.111499,19.39719,"19.39719,-99.111499",9m,WIFI GRATUITO_ACTIVO,SI
AV. GUADALUPE,PANTITLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.070034,19.415923,"19.415923,-99.070034",9m,WIFI GRATUITO_ACTIVO,SI
C. COLICA,FRACCIONAMIENTO COYUYA,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.116901,19.401255,"19.401255,-99.116901",9m,WIFI GRATUITO_ACTIVO,SI
ORIENTE 120,AMPLIACIÓN RAMOS MILLAN,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.097807,19.386451,"19.386451,-99.097807",9m,WIFI GRATUITO_ACTIVO,SI
C. ORIENTE 253,AGRICOLA ORIENTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.066721,19.387859,"19.387859,-99.066721",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 177,GABRIEL RAMOS MILLAN SECC. BRAMADERO,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.092189,19.390415,"19.390415,-99.092189",9m,WIFI GRATUITO_ACTIVO,SI
C. JUANA DE ARCO,BARRIO DE SAN FRANCISCO XICALTONGO (BARRIO SAN PEDRO),IZTACALCO,CON BOTON,CON ALTAVOZ,-99.125339,19.394122,"19.394122,-99.125339",9m,WIFI GRATUITO_ACTIVO,SI
C. SUR 117 A,GABRIEL RAMOS MILLAN TLACOTAL,IZTACALCO,CON BOTON,CON ALTAVOZ,-99.105637,19.3939,"19.3939,-99.105637",9m,WIFI GRATUITO_ACTIVO,SI
C. ALBINO GARCIA,VIADUCTO PIEDAD,IZTACALCO,SIN BOTON,CON ALTAVOZ,-99.1329,19.399066,"19.399066,-99.1329",9m,WIFI GRATUITO_ACTIVO,SI
C. CENTRAL,U. H. ALBORADA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062585,19.357172,"19.357172,-99.062585",9m,WIFI GRATUITO_ACTIVO,SI
C. MORELOS Y PAVON,SAN MIGUEL TEOTONGO SECC. CORRALES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.991221,19.336971,"19.336971,-98.991221",9m,WIFI GRATUITO_ACTIVO,SI
C. 2 ADOLFO AGUIRRE,UNIDAD VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.050512,19.358313,"19.358313,-99.050512",9m,WIFI GRATUITO_ACTIVO,SI
C. SUBDIRECTORES,LOMAS ESTRELLA SECC. II,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.089017,19.315622,"19.315622,-99.089017",9m,WIFI GRATUITO_ACTIVO,SI
C. COMBATE DE CELAYA  (ENTRE C. COMBATE DE CELAYA Y 5TA. CARLOS MANCILLA),U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.053695,19.356965,"19.356965,-99.053695",9m,WIFI GRATUITO_ACTIVO,SI
C. CONDOMINIO 1B,U. H. TRIANGULO DE LAS AGUJAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.08751,19.306776,"19.306776,-99.08751",9m,WIFI GRATUITO_ACTIVO,SI
C. ROSAS,SAN MIGUEL TEOTONGO SECC. GUADALUPE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.985211,19.337556,"19.337556,-98.985211",9m,WIFI GRATUITO_ACTIVO,SI
C. MIGUEL LERDO DE TEJADA,U. H. GIRASOLES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075059,19.309734,"19.309734,-99.075059",9m,WIFI GRATUITO_ACTIVO,SI
C. 2 CASIMIRO DEL VALLE,U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.049632,19.354236,"19.354236,-99.049632",9m,WIFI GRATUITO_ACTIVO,SI
C. ROBLE,BARRANCAS DE GUADALUPE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.02368,19.327656,"19.327656,-99.02368",9m,WIFI GRATUITO_ACTIVO,SI
C. TEPETLAPA,U.H. EMILIANO ZAPATA,COYOACAN,CON BOTON,CON ALTAVOZ,-99.107035,19.315324,"19.315324,-99.107035",9m,WIFI GRATUITO_ACTIVO,SI
AMPL. ERMITA IZTAPALAPA,BARRIO SAN LUCAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.095889,19.35635,"19.35635,-99.095889",9m,WIFI GRATUITO_ACTIVO,SI
RET. 105 ORIENTE 180,UNIDAD MORELOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.124268,19.367169,"19.367169,-99.124268",9m,WIFI GRATUITO_ACTIVO,SI
C. NIÑOS HEROES,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.006503,19.35803,"19.35803,-99.006503",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. CANDIDO AGUILAR Y ALFONSO CRAVITO,CONSTITUCION DE 1917,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.057615,19.347935,"19.347935,-99.057615",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. CONSTITUCION DE APATZINGAN (AV. TEPALCATES) Y AV. UNIVERSIDAD,U. H. EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.058467,19.389087,"19.389087,-99.058467",9m,WIFI GRATUITO_ACTIVO,SI
C. 1ro DE MAYO,SAN MIGUEL TEOTONGO SECC. GUADALUPE,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.985096,19.341648,"19.341648,-98.985096",9m,WIFI GRATUITO_ACTIVO,SI
AV. JORGE ENCINO,HEROES DE CHURUBUSCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.119537,19.359729,"19.359729,-99.119537",9m,WIFI GRATUITO_ACTIVO,SI
AV. UNIDAD MODELO,UNIDAD MODELO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.12576,19.36276,"19.36276,-99.12576",9m,WIFI GRATUITO_ACTIVO,SI
C. GENERAL ANTONIO HIDALGO,CONSTITUCION DE 1917,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.058505,19.348117,"19.348117,-99.058505",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. DESV. CAMINO CERRO DE LA ESTRELLA Y PIRULES,EL SANTUARIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.091513,19.351739,"19.351739,-99.091513",9m,WIFI GRATUITO_ACTIVO,SI
C. LABORATORISTAS,ZACAHUITZCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.13293,19.372258,"19.372258,-99.13293",9m,WIFI GRATUITO_ACTIVO,SI
C. 2  JOSE M. FLORES,U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.054767,19.351957,"19.351957,-99.054767",9m,WIFI GRATUITO_ACTIVO,SI
NAVE M,CENTRAL DE ABASTOS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.090769,19.372115,"19.372115,-99.090769",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV CANAL DE SAN JUAN E ITURBIDE,U. H. EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.055962,19.387417,"19.387417,-99.055962",9m,WIFI GRATUITO_ACTIVO,SI
C. CINE MEXICANO,U.H. BENITO JUAREZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.085915,19.31755,"19.31755,-99.085915",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. FUERTE DE LORETO Y C. LUIS ZAMORA,U. H. EJERCITO DE ORIENTE ZONA PEÑON,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.031411,19.369162,"19.369162,-99.031411",9m,WIFI GRATUITO_ACTIVO,SI
C. RETAMA,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.011841,19.346958,"19.346958,-99.011841",9m,WIFI GRATUITO_ACTIVO,SI
C. 11,U. H. SANTA CRUZ MEYEHUALCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.034822,19.345256,"19.345256,-99.034822",9m,WIFI GRATUITO_ACTIVO,SI
C. FLOR DE LOTO,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.015966,19.351054,"19.351054,-99.015966",9m,WIFI GRATUITO_ACTIVO,SI
C. 4 DE DICIEMBRE DE 1860,LEYES DE REFORMA 3a SECCION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.06882,19.377441,"19.377441,-99.06882",9m,WIFI GRATUITO_ACTIVO,SI
C. JUAN MORENO,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.058638,19.32955,"19.32955,-99.058638",9m,WIFI GRATUITO_ACTIVO,SI
C. VENUS ( ESPACIAL ),LOMAS DE LA ESTANCIA ( HANK GONZALEZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.00773,19.337701,"19.337701,-99.00773",9m,WIFI GRATUITO_ACTIVO,SI
C. VILLA FRIA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,-99.039002,19.325419,"19.325419,-99.039002",9m,WIFI GRATUITO_ACTIVO,SI
C. CUCARACHA (ECHEVERRIA),2a. AMPL. SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.012878,19.344561,"19.344561,-99.012878",9m,WIFI GRATUITO_ACTIVO,SI
CJON. MIGUEL HIDALGO,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.074211,19.354084,"19.354084,-99.074211",9m,WIFI GRATUITO_ACTIVO,SI
C. 1 ROBERTO RODRÍGUEZ ( C. 2 A MENESES),U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.052435,19.35387,"19.35387,-99.052435",9m,WIFI GRATUITO_ACTIVO,SI
AV. JOSE LOPEZ PORTILLO,PRESIDENTES DE MEXICO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.060224,19.33202,"19.33202,-99.060224",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. SABADEL Y C. BELLAVISTA,U. H. BELLAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.073634,19.331019,"19.331019,-99.073634",9m,WIFI GRATUITO_ACTIVO,SI
C. CD. JUAREZ,FRANCISCO VILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.061035,19.339762,"19.339762,-99.061035",9m,WIFI GRATUITO_ACTIVO,SI
C. ALHELI,SAN MIGUEL TEOTONGO SECC. LA CRUZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.987165,19.339892,"19.339892,-98.987165",9m,WIFI GRATUITO_ACTIVO,SI
C. FRANCISCO LAGOS,PRESIDENTES DE MEXICO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062436,19.33535,"19.33535,-99.062436",9m,WIFI GRATUITO_ACTIVO,SI
AND. SÁNCHEZ ARREOLA,POPULAR ERMITA ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.999708,19.363898,"19.363898,-98.999708",9m,WIFI GRATUITO_ACTIVO,SI
C. ENCINOS,U. HABITACIONAL SOLIDARIDAD,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.005362,19.372281,"19.372281,-99.005362",9m,WIFI GRATUITO_ACTIVO,SI
C. RADIOFONIA,CHINAMPAC DE JUAREZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.056483,19.374306,"19.374306,-99.056483",9m,WIFI GRATUITO_ACTIVO,SI
C. ANGEL MAZON,U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.061223,19.356583,"19.356583,-99.061223",9m,WIFI GRATUITO_ACTIVO,SI
C. LIRIO,LA HERA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.059309,19.342091,"19.342091,-99.059309",9m,WIFI GRATUITO_ACTIVO,SI
C. VILLA BUENA DE ALAVA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.044941,19.328501,"19.328501,-99.044941",9m,WIFI GRATUITO_ACTIVO,SI
C. RIO MISSISSIPPI,PUNTE BLANCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.062018,19.326081,"19.326081,-99.062018",9m,WIFI GRATUITO_ACTIVO,SI
C. GLADIOLAS,LOMAS SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.060761,19.314975,"19.314975,-99.060761",9m,WIFI GRATUITO_ACTIVO,SI
C. VILLA FEDERAL,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.044482,19.327059,"19.327059,-99.044482",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. JACARANDAS Y PROL. SAN ISIDRO,LOMAS SAN LORENZO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,-99.058955,19.314482,"19.314482,-99.058955",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE ANILLO PERIFERICO Y AV. SANTA CRUZ,PUENTE BLANCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.063947,19.331419,"19.331419,-99.063947",9m,WIFI GRATUITO_ACTIVO,SI
CJON. BANDERA (ESCALINATA DE LA IGLESIA),SAN ANDRES TOMATLAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.10472,19.328303,"19.328303,-99.10472",9m,WIFI GRATUITO_ACTIVO,SI
C. EMILIANO AZCARRAGA VIDAURRETA,U. H. EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.03919,19.385339,"19.385339,-99.03919",9m,WIFI GRATUITO_ACTIVO,SI
C. BATALLA DE CELAYA,CONJUNTO HAB. ALVARO OBREGON,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.036679,19.373138,"19.373138,-99.036679",9m,WIFI GRATUITO_ACTIVO,SI
AVENIDA GUELATAO,UNID. HAB. EJERCITO ORIENTE IS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.037818,19.376989,"19.376989,-99.037818",9m,WIFI GRATUITO_ACTIVO,SI
C. SAN FCO. TLALTENCO,LA POLVORILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.050891,19.325308,"19.325308,-99.050891",9m,WIFI GRATUITO_ACTIVO,SI
C. GARDENIAS,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.006833,19.347406,"19.347406,-99.006833",9m,WIFI GRATUITO_ACTIVO,SI
C. TETEPETONGO,LOMAS DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-98.996828,19.355216,"19.355216,-98.996828",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. GUACEPIL Y AV. PIRAÑAS,EL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.066004,19.291015,"19.291015,-99.066004",9m,WIFI GRATUITO_ACTIVO,SI
C. 1 ADOLFO AGUIRRE  (ENTRE 3RA. RODOLFO AGUIRRE Y 3RA. CELESTINO GASCA),U. H. VICENTE GUERRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.05091,19.360286,"19.360286,-99.05091",9m,WIFI GRATUITO_ACTIVO,SI
C. VILLA GONZALO,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.03806,19.321192,"19.321192,-99.03806",9m,WIFI GRATUITO_ACTIVO,SI
C. INDEPENDENCIA,PUEBLO SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.069718,19.313526,"19.313526,-99.069718",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE AV. MICHOACAN Y CDA. C. 11,LEYES DE REFORMA 1a. SECC.,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.070551,19.363961,"19.363961,-99.070551",9m,WIFI GRATUITO_ACTIVO,SI
AV. DE LAS MINAS,BUENAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.027063,19.331137,"19.331137,-99.027063",9m,WIFI GRATUITO_ACTIVO,SI
C. URSULO GALVAN,HANK GONZALEZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.046565,19.337001,"19.337001,-99.046565",9m,WIFI GRATUITO_ACTIVO,SI
SANTA CRUZ,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.075067,19.346148,"19.346148,-99.075067",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. MAYA Y C. ZAPOTECAS,DEGOLLADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.042233,19.317895,"19.317895,-99.042233",9m,WIFI GRATUITO_ACTIVO,SI
C. CEDRO,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.008652,19.342577,"19.342577,-99.008652",9m,WIFI GRATUITO_ACTIVO,SI
AVE. RADIOFONIA,CHINAMPAC DE JUAREZ FRENTE 6 SECCION F,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.055873,19.374146,"19.374146,-99.055873",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE HUMBERTO TAMAYO Y PROL. PLUTARCO,CHINAMPAC DE JUAREZ,IZTAPALAPA,CON BOTON,CON ALTAVOZ,-99.052039,19.379733,"19.379733,-99.052039",9m,WIFI GRATUITO_ACTIVO,SI
C. PALOMA ZURITA,SAN BERNABE OCOTEPEC,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.254529,19.311964,"19.311964,-99.254529",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE C. FRESNO Y C. GUERRERO,LOMAS DE SAN BERNABE,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.261939,19.310998,"19.310998,-99.261939",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE HILDA Y  LA LOMA,BARRANCA SECA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.241006,19.304692,"19.304692,-99.241006",9m,WIFI GRATUITO_ACTIVO,SI
C. AYOTLA,PUEBLO NUEVO,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.256409,19.304036,"19.304036,-99.256409",9m,WIFI GRATUITO_ACTIVO,SI
ENTRE OYAMEL Y ANDADOR ENCINAL,EL ERMITAÑO,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.266154,19.305002,"19.305002,-99.266154",9m,WIFI GRATUITO_ACTIVO,SI
C. OCOTE,LA CARBONERA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.257526,19.300731,"19.300731,-99.257526",9m,WIFI GRATUITO_ACTIVO,SI
C. ACANCHEN,PEDREGAL DE SAN NICOLAS 2DA SECC,TLALPAN,SIN BOTON,CON ALTAVOZ,-99.242662,19.289638,"19.289638,-99.242662",9m,WIFI GRATUITO_ACTIVO,SI
C. PACHUCA,SANTA TERESA,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.228611,19.308683,"19.308683,-99.228611",9m,WIFI GRATUITO_ACTIVO,SI
C. LUIS HIDALGO,SAN JERONIMO LIDICE,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.213302,19.335146,"19.335146,-99.213302",9m,WIFI GRATUITO_ACTIVO,SI
C. EMILIANO ZAPATA,SAN JERONIMO ACULCO,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.227322,19.319003,"19.319003,-99.227322",9m,WIFI GRATUITO_ACTIVO,SI
PRIV. DE F.F.C.C.,LA CONCEPCION,MAGDALENA CONTRERAS,CON BOTON,CON ALTAVOZ,-99.234481,19.305221,"19.305221,-99.234481",9m,WIFI GRATUITO_ACTIVO,SI
